19	игроков	игрок	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@nns1982m-words#@nns1982m#2906.206#2906.528
20	чтогдекогда	чтогдекогда	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2906.528#2906.85
21	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2906.85#2907.172
22	в	в	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#2907.172#2907.494
23	истории	история	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2907.494#2907.816
24	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2907.816#2908.138
25	кого	кто	PRON	_	Case=Acc	_	_	_	@nns1982m-words#@nns1982m#2908.138#2908.46
26	назовешь	назвать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2908.46#2908.782
27	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2908.782#2909.11
28	#смеётся#	#смеётся#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2920.48#2923.27
29	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2944.01#2944.805
30	поддерживаю	поддерживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2944.805#2945.6
31	а	а	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#2947.34#2947.557
32	почему	почему	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2947.557#2947.774
33	Двинятин	Двинятин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2947.774#2947.991
34	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2947.991#2948.21
35	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2992.07#2992.31
36	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2992.31#2992.55
37	одной	один	NUM	_	Case=Dat|Gender=Fem	_	_	_	@nns1982m-words#@nns1982m#2992.55#2992.79
38	команде	команда	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2992.79#2993.03
39	вы…	вы…	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2993.03#2993.27
40	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2993.27#2993.51
41	ни	ни	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#2993.51#2993.75
42	одной	один	NUM	_	Case=Gen|Gender=Fem	_	_	_	@nns1982m-words#@nns1982m#2993.75#2993.99
43	игры	игра	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2993.99#2994.23
44	не	не	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#2994.23#2994.47
45	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2994.47#2994.71
46	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2994.71#2994.95
47	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2994.95#2995.19
48	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2995.19#2995.43
49	скажи	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2995.71#2995.994
50	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2995.994#2996.278
51	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2996.278#2996.562
52	ааа	аа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2996.562#2996.846
53	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2996.846#2997.13
54	почему	почему	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2997.13#2997.414
55	собственно	собственно	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2997.414#2997.698
56	вот	вот	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#2997.698#2997.982
57	эээ…	эээ…	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2997.982#2998.266
58	т…	т…	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2998.266#2998.55
59	твоя	твой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2998.55#2998.834
60	версия	версия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2998.834#2999.118
61	какая	какой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2999.118#2999.402
62	или	или	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#2999.402#2999.686
63	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2999.686#2999.97
64	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2999.97#3000.254
65	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@nns1982m-words#@nns1982m#3000.254#3000.538
66	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3000.538#3000.822
67	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3000.822#3001.106
68	почему	почему	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3001.106#3001.39
69	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@nns1982m-words#@nns1982m#3001.39#3001.674
70	всё-таки	все-таки	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3001.674#3001.958
71	принял	принять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3001.958#3002.242
72	решение	решение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3002.242#3002.526
73	завязать	завязать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3002.526#3002.81
74	с	с	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3002.81#3003.094
75	этим	этот	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3003.094#3003.378
76	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3003.378#3003.662
77	и	и	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3003.662#3003.946
78	навсегда	навсегда	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3003.946#3004.23
79	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3004.23#3004.53
80	а	а	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3024.4#3024.591
81	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@nns1982m-words#@nns1982m#3024.591#3024.782
82	больше	больше	ADV	_	Degree=Cmp	_	_	_	@nns1982m-words#@nns1982m#3024.782#3024.973
83	не	не	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3024.973#3025.164
84	предлагали	предлагать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3025.164#3025.355
85	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3025.355#3025.55
86	но	но	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3108.77#3109.018
87	в	в	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3109.018#3109.266
88	ютьюбе	ютьюб	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3109.266#3109.514
89	её	она	PRON	_	Case=Gen|Gender=Fem|Number=Sing|Person=3	_	_	_	@nns1982m-words#@nns1982m#3109.514#3109.762
90	очень	очень	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3109.762#3110.01
91	много	много	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3110.01#3110.258
92	смотрят	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3110.258#3110.51
93	прости	прость	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3140.0#3140.291
94	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@nns1982m-words#@nns1982m#3140.291#3140.582
95	за	за	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3140.582#3140.873
96	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3140.873#3141.164
97	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3141.164#3141.455
98	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3141.455#3141.746
99	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3141.746#3142.037
100	как	как	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3142.037#3142.328
101	бы	бы	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3142.328#3142.619
102	личный	личный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3142.619#3142.91
103	но	но	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3142.91#3143.201
104	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3143.201#3143.492
105	просто	просто	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3143.492#3143.783
106	любопытно	любопытный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@nns1982m-words#@nns1982m#3143.783#3144.074
107	по-человечески	по-человечески	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3144.074#3144.365
108	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3144.365#3144.656
109	а	а	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3144.656#3144.947
110	Крюк	крюк	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3144.947#3145.238
111	хороший	хороший	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3145.238#3145.529
112	чувак	чувак	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3145.529#3145.82
113	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3145.82#3146.13
114	скорее	скорее	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3165.0#3165.267
115	всего	все	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3165.267#3165.534
116	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3165.534#3165.801
117	от	от	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3165.801#3166.068
118	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@nns1982m-words#@nns1982m#3166.068#3166.335
119	тоже	тоже	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3166.335#3166.602
120	пойдет	пойти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3166.602#3166.869
121	по	по	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3166.869#3167.136
122	наследству	наследство	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3167.136#3167.41
123	дай	дать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3168.72#3168.95
124	бог	бог	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3168.95#3169.18
125	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2909.84#2910.156
126	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2910.156#2910.472
127	классический	классический	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2910.472#2910.788
128	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2910.788#2911.104
129	ещё	еще	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2911.104#2911.42
130	советских	советский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2911.42#2911.736
131	времен	время	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2911.736#2912.052
132	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2912.052#2912.368
133	анекдот	анекдот	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2912.368#2912.684
134	про	про	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2912.684#2913.0
135	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2913.0#2913.316
136	как	как	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2913.316#2913.632
137	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2913.632#2913.948
138	отвечать	отвечать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2913.948#2914.264
139	на	на	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2914.264#2914.58
140	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2914.58#2914.896
141	назовите	назвать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2914.896#2915.212
142	с…	с…	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2915.212#2915.528
143	тридцать	тридцать	NUM	_	Case=Nom	_	_	_	@isn1982m-words#@isn1982m#2915.528#2915.844
144	самых	самый	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2915.844#2916.16
145	великих	великий	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2916.16#2916.476
146	коммунистов	коммунист	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2916.476#2916.792
147	всех	весь	DET	_	Case=Gen|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2916.792#2917.108
148	времён	время	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2917.108#2917.424
149	да	да	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2917.424#2917.74
150	Маркс	Маркс	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2917.76#2917.954
151	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2917.954#2918.148
152	Энгельс	Энгельс	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2918.148#2918.342
153	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2918.342#2918.536
154	Ленин	Ленин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2918.536#2918.73
155	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2918.73#2918.924
156	26	26	NUM	_	_	_	_	_	@isn1982m-words#@isn1982m#2918.924#2919.118
157	бакинских	бакинский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2919.118#2919.312
158	комиссаров	комиссар	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2919.312#2919.506
159	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2919.506#2919.7
160	и	и	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2919.7#2919.894
161	его	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#2919.894#2920.088
162	товарищ	товарищ	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2920.088#2920.282
163	начальник	начальник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2920.282#2920.48
164	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2922.94#2923.23
165	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2923.23#2923.52
166	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2923.52#2923.81
167	ааа	аа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2923.81#2924.1
168	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2924.1#2924.39
169	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2924.39#2924.68
170	вопросы	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2924.68#2924.97
171	с	с	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2924.97#2925.26
172	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2925.26#2925.55
173	с	с	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2925.55#2925.84
174	таким	такой	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2925.84#2926.13
175	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2926.13#2926.42
176	большим	большой	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2926.42#2926.71
177	подвохом	подвох	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2926.71#2927.0
178	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2928.59#2928.829
179	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2928.829#2929.068
180	что	что	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2929.068#2929.307
181	чукча	чукча	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2929.307#2929.546
182	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2929.546#2929.785
183	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2929.785#2930.024
184	читатель	читатель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2930.024#2930.263
185	а	а	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2930.263#2930.502
186	писатель	писатель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2930.502#2930.741
187	вот	вот	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2930.741#2930.98
188	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2930.98#2931.219
189	вот	вот	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2931.219#2931.458
190	читатель	читатель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2931.458#2931.697
191	пусть	пусть	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2931.697#2931.936
192	оценивает	оценивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2931.936#2932.175
193	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2932.175#2932.414
194	да	да	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2932.414#2932.653
195	кто	кто	PRON	_	Case=Nom	_	_	_	@isn1982m-words#@isn1982m#2932.653#2932.892
196	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2932.892#2933.131
197	кто	кто	PRON	_	Case=Nom	_	_	_	@isn1982m-words#@isn1982m#2933.131#2933.37
198	смотрит	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2933.37#2933.609
199	на	на	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2933.609#2933.848
200	нас	мы	PRON	_	Case=Acc|Number=Plur|Person=1	_	_	_	@isn1982m-words#@isn1982m#2933.848#2934.087
201	со	со	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2934.087#2934.326
202	стороны	сторона	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2934.326#2934.565
203	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2934.565#2934.804
204	тот	тот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2934.804#2935.043
205	пусть	пусть	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2935.043#2935.282
206	раздаёт	раздавать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2935.282#2935.521
207	расценки	расценка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2935.521#2935.76
208	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2935.76#2935.999
209	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@isn1982m-words#@isn1982m#2935.999#2936.238
210	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2936.238#2936.477
211	раздаю	раздавать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2936.477#2936.72
212	давайте	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2937.3#2937.613
213	так	так	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2937.613#2937.926
214	вот	вот	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2937.926#2938.239
215	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2938.239#2938.552
216	мой	мой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2938.552#2938.865
217	самый	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2938.865#2939.178
